id,w_foreign_language,w_literature,w_math,x_biology,x_chemistry,x_physics,y_civic_education,y_geography,y_history,z_average,z_max,z_min
33002258,7.20,7,7.60,5.25,6.25,6.25,-,-,-,6.59,7.6,5.25
33002259,6.60,6.75,9.40,4,8.25,7.25,-,-,-,7.04,9.4,4.0
33002260,4.60,6.75,6.80,-,-,-,8,6.50,4.75,6.23,8.0,4.6
33002262,5.40,6.25,5.20,-,-,-,7.50,6.50,3.75,5.77,7.5,3.75
33002261,5,4.75,7.60,5.50,7.75,6,-,-,-,6.1,7.75,4.75
33002263,9.40,7.25,7.80,-,-,-,9.50,7.50,4,7.58,9.5,4.0
33002265,5.20,5.75,9,3.75,8.25,6.50,-,-,-,6.41,9.0,3.75
33002264,6.40,7.25,8.60,4.75,7.75,7.50,-,-,-,7.04,8.6,4.75
33002266,7.80,8,7.40,-,-,-,8.25,7.50,5.25,7.37,8.25,5.25
33002268,5.20,7,6.80,4,5,3.75,-,-,-,5.29,7.0,3.75
33002271,9,6.25,7.80,4,5.50,6,-,-,-,6.42,9.0,4.0
33002267,9.40,6.75,8,5.75,7.75,7.75,-,-,-,7.57,9.4,5.75
33002270,7.60,8,9,-,-,-,9,6.25,4.25,7.35,9.0,4.25
33002269,8.60,5.50,9,4.75,5,7,-,-,-,6.64,9.0,4.75
33002273,6.20,6,8,5,6.50,7.25,-,-,-,6.49,8.0,5.0
33002272,5.60,5.75,7.80,5,7.50,6.50,-,-,-,6.36,7.8,5.0
33002274,7.60,5.50,7.60,-,-,-,8.50,8,2,6.53,8.5,2.0
33002275,5.60,6.50,4,-,-,-,6.25,6.75,3.75,5.48,6.75,3.75
33002276,7.60,5.75,9,6,9.25,8.25,-,-,-,7.64,9.25,5.75
33002278,5.80,6.50,7.60,4.50,3.25,5,-,-,-,5.44,7.6,3.25
33002277,7.40,6.50,9,9,8.50,5.75,-,-,-,7.69,9.0,5.75
33002279,7,7.50,8.60,7.25,8.25,7.25,-,-,-,7.64,8.6,7.0
33002280,2.80,6,8.20,6.25,8.50,8.25,-,-,-,6.67,8.5,2.8
33002283,9.60,9.50,8.40,-,-,-,9.50,8.25,6.75,8.67,9.6,6.75
33002281,8.60,6.75,8.80,9.50,9,6.25,-,-,-,8.15,9.5,6.25
33002282,7.20,6.75,8.20,-,-,-,8.25,7,5,7.07,8.25,5.0
33002284,7.60,7.50,8,-,-,-,8.75,8.25,5,7.52,8.75,5.0
33002285,8,6.25,9.40,8,8.25,6.50,-,-,-,7.73,9.4,6.25
33002287,4.20,6.50,6,-,-,-,7.75,6.50,3.25,5.7,7.75,3.25
33002286,6.20,7.75,2.40,-,-,-,6.25,6.75,3.75,5.52,7.75,3.75
33002288,2.40,7,4.80,-,-,-,8.50,8,8.50,6.53,8.5,2.4
33002290,8.20,6.75,7.40,-,-,-,8,7.25,2.50,6.68,8.2,2.5
33002291,5.20,7.25,6.40,-,-,-,8.50,7,4,6.39,8.5,4.0
33002293,5.60,6.25,6.40,-,-,-,7.75,7.50,3.25,6.12,7.75,3.25
33002289,5.20,6.50,7.20,4.75,6.25,5.25,-,-,-,5.86,7.2,4.75
33002292,3.40,7.25,5.80,-,-,-,6,5,2,4.91,7.25,2.0
33002294,3.80,5.67,5.40,3.25,2,3.25,-,-,-,3.9,5.67,2.0
33002297,3.80,6.25,6.80,-,-,-,7,5.75,4.50,5.68,7.0,3.8
33002295,7.20,6.42,8.20,-,-,-,7.75,6.25,4.25,6.68,8.2,4.25
33002296,8.40,7,8.80,5.50,7.75,7.75,-,-,-,7.53,8.8,5.5
33002298,2.80,7,6.20,-,-,-,8.50,7,7,6.42,8.5,2.8
33002301,3.40,6.50,7.20,4.25,6.25,8,-,-,-,5.93,8.0,3.4
33002300,4.40,7.25,7.40,5.25,6.50,6.75,-,-,-,6.26,7.4,4.4
33002302,5.60,7,7.80,-,-,-,9,7.75,7.25,7.4,9.0,5.6
33002299,3.20,5.50,7.40,-,-,-,7.50,5.75,5.25,5.77,7.5,3.2
33002303,6.60,8,6.60,-,-,-,8.75,7.25,5.50,7.12,8.75,5.5
33002304,4.40,7.75,8.80,-,-,-,8,7.25,2.25,6.41,8.8,2.25
33002305,4,7.50,5.80,-,-,-,9,6.25,4.25,6.13,9.0,4.0
33002306,5,5.50,5,4.50,3.75,3,-,-,-,4.46,5.5,3.0
33002307,4.40,5.75,6,-,-,-,4.25,4,2,4.4,6.0,2.0
33002308,2.40,5.42,5.40,-,-,-,6.75,5.75,3.50,4.87,6.75,2.4
33002309,6.80,5.75,8.80,4.75,9.50,8.75,-,-,-,7.39,9.5,4.75
33002311,8,5.75,9,6.25,8.50,7.25,-,-,-,7.46,9.0,5.75
33002310,5.40,5.50,7.80,4.75,7.50,6.75,-,-,-,6.28,7.8,4.75
33002313,4.80,8.25,5.20,-,-,-,5.50,6.25,3.50,5.58,8.25,3.5
33002312,3.40,5.75,6.80,6,6.25,6.25,-,-,-,5.74,6.8,3.4
33002316,9.40,8.75,8.60,8,8,6.75,-,-,-,8.25,9.4,6.75
33002315,7.60,7.75,7.60,-,-,-,9,7.25,7,7.7,9.0,7.0
33002314,7,8,7,-,-,-,7.25,6.25,3.50,6.5,8.0,3.5
33002317,3.40,3.50,3.60,-,-,-,6,2,2.25,3.46,6.0,2.0
33002321,5.80,6.75,6,-,-,-,8.75,5.75,3.25,6.05,8.75,3.25
33002318,4,5.50,2.60,-,-,-,8.50,7,5.50,5.52,8.5,4.0
33002323,8.20,4.50,8.60,5.50,7.50,8.25,-,-,-,7.09,8.6,4.5
33002324,4,4.25,5.40,-,-,-,9.25,7.25,4,5.69,9.25,4.0
33002319,7.20,7.75,8.60,4.50,9,7.50,-,-,-,7.42,9.0,4.5
33002322,6.20,6,8,4.75,6,6.25,-,-,-,6.2,8.0,4.75
33002326,6,5,7,-,-,-,8.75,7.50,6.75,6.83,8.75,5.0
33002325,4.80,5.75,7.80,5,7.25,6.25,-,-,-,6.14,7.8,4.8
33002320,6.40,3.50,7,-,-,-,6.75,5.50,2.75,5.32,7.0,2.75
33002327,3.60,5.25,5.60,-,-,-,8.25,7.50,6.25,6.08,8.25,3.6
33002329,5.60,5,4.20,5.50,6.25,5,-,-,-,5.26,6.25,5.0
33002328,3.40,5,8.40,6.50,7.50,4.75,-,-,-,5.92,8.4,3.4
33002330,2.40,4.25,3,-,-,-,5,4.75,3,3.73,5.0,2.4
33002331,6.20,4.50,8.80,5.75,4.75,5.50,-,-,-,5.92,8.8,4.5
33002332,9.80,7.17,7.20,-,-,-,9.50,6.25,4,7.32,9.8,4.0
33002336,8.60,8.75,8.20,-,-,-,9.25,7.25,5.50,7.92,9.25,5.5
33002333,5.20,8,7.80,-,-,-,9.50,8.50,4.75,7.29,9.5,4.75
33002335,5.40,7,8.20,5.25,4.75,7.25,-,-,-,6.31,8.2,4.75
33002337,8,8.75,9,-,-,-,8.75,7,3.25,7.46,9.0,3.25
33002334,8.80,7.75,7.60,5.25,5.25,7.75,-,-,-,7.07,8.8,5.25
33002338,4.40,7,3,-,-,-,8.50,7.50,4.50,5.82,8.5,4.4
33002339,6.20,5,8.40,4.50,8.25,7.50,-,-,-,6.64,8.4,4.5
33002341,7.60,5.50,8.40,4.50,8.75,7.25,-,-,-,7.0,8.75,4.5
33002343,7,8,6.20,-,-,-,7.50,6.50,3.25,6.41,8.0,3.25
33002344,8,6.25,9.60,7,8.25,8,-,-,-,7.85,9.6,6.25
33002345,5.20,6.25,8.40,-,-,-,6.75,7.25,5.25,6.52,8.4,5.2
33002342,2.40,6.75,5.20,-,-,-,7.75,6.25,5,5.56,7.75,2.4
33002346,7.80,8,6.40,-,-,-,9.75,7.25,6,7.53,9.75,6.0
33002348,4.40,7.25,6.60,-,-,-,6.50,6,1.75,5.42,7.25,1.75
33002349,3.80,4.92,6.20,4.50,3.75,6.25,-,-,-,4.9,6.25,3.75
33002352,8,7.75,8.60,-,-,-,8.50,7.25,5.25,7.56,8.6,5.25
33002350,4.20,5.92,7.60,7.75,7.75,5.50,-,-,-,6.45,7.75,4.2
33002351,3.40,7.50,5.40,-,-,-,7.75,6.25,3.75,5.67,7.75,3.4
33002353,7.60,5.50,6.40,-,-,-,8.25,5.50,4.25,6.25,8.25,4.25
33002354,9.40,9,7.80,-,-,-,9,7.25,7.50,8.33,9.4,7.25
33002355,7.20,7,6,-,-,-,6.50,5.50,4.25,6.08,7.2,4.25
33002357,4.40,4.25,5.60,-,-,-,6,5,2.50,4.62,6.0,2.5
33002356,7.60,7.25,8.20,5.25,8.25,7.25,-,-,-,7.3,8.25,5.25
33002359,6.20,6.25,7.20,6,7.25,3.75,-,-,-,6.11,7.25,3.75
33002360,6,7.50,7.80,-,-,-,7.50,6.75,5.25,6.8,7.8,5.25
33002361,3.80,5.75,8.40,2.25,7.50,5.50,-,-,-,5.53,8.4,2.25
33002358,6.40,6,6.80,-,-,-,8,5.25,3.50,5.99,8.0,3.5
33002362,3.40,4.50,7.80,4,4.25,6.25,-,-,-,5.03,7.8,3.4
33002363,5.60,6.25,8,3.75,6.25,6,-,-,-,5.98,8.0,3.75
33002364,8.60,7,8.60,5.50,3.75,9,-,-,-,7.08,9.0,3.75
33002365,5.20,6.75,5.80,-,-,-,7.75,6.25,3.25,5.83,7.75,3.25
33002367,3.60,5.25,4.80,-,-,-,6,6,3,4.77,6.0,3.0
33002368,6.40,5.50,8.20,6,7.75,4.25,-,-,-,6.35,8.2,4.25
33002366,2.80,5.75,6.80,-,-,-,8.25,6.50,5.50,5.93,8.25,2.8
33002369,9.60,3.75,9,3.75,9,5,-,-,-,6.68,9.6,3.75
33002371,8.80,8.25,8.60,-,-,-,9.75,7.75,5.25,8.07,9.75,5.25
33002370,4.20,5.50,6.20,4.25,8.50,5,-,-,-,5.61,8.5,4.2
33002372,3,4.25,7.20,-,-,-,8.25,7,4.75,5.74,8.25,3.0
33002373,3,5.75,7.60,4.25,7.50,4.50,-,-,-,5.43,7.6,3.0
33002375,5.60,5.75,6.80,-,-,-,8.75,6.75,3.50,6.19,8.75,3.5
33002374,3.40,6.75,6.40,4,4.75,4.75,-,-,-,5.01,6.75,3.4
33002376,6.40,6.33,6.60,-,-,-,8,7.75,4.75,6.64,8.0,4.75
33002378,7,4,8.60,7.25,8,8.50,-,-,-,7.23,8.6,4.0
33002377,4.20,7.75,5.80,-,-,-,7.25,7.50,3.25,5.96,7.75,3.25
33002381,5.40,6,4.40,-,-,-,5.50,6.25,3.25,5.13,6.25,3.25
33002379,4.40,5.25,7,-,-,-,7.75,8,6.75,6.52,8.0,4.4
33002380,2.80,6,7.40,-,-,-,9.50,8.25,8.75,7.12,9.5,2.8
33002382,8.60,6.50,9,6.25,6.50,8.25,-,-,-,7.52,9.0,6.25
33002383,7.60,6,8.80,5,4.50,6.50,-,-,-,6.4,8.8,4.5
33002384,4,5.25,7.40,4.50,6.75,4,-,-,-,5.32,7.4,4.0
33002385,4.40,5.75,8.60,4,8,8,-,-,-,6.46,8.6,4.0
33002386,2.80,5.50,7.60,5.50,7.25,6,-,-,-,5.77,7.6,2.8
33002388,2.60,6,2.80,-,-,-,7.75,7.75,4,5.15,7.75,2.6
33002389,7.60,8,7.20,-,-,-,9.75,8,6.25,7.8,9.75,6.25
33002387,4.80,6.50,7,3.25,6.75,4.25,-,-,-,5.42,7.0,3.25
33002390,7.80,8,7.80,-,-,-,9.75,7.75,4,7.52,9.75,4.0
33002391,3,7.25,3.40,-,-,-,8,6,4.50,5.36,8.0,3.0
33002393,4.20,7,6.60,-,-,-,7.50,5.75,3.25,5.72,7.5,3.25
33002392,2.80,6,6,-,-,-,9,7.50,4.75,6.01,9.0,2.8
33002396,4.60,6.75,5.80,-,-,-,7.50,5.50,3.25,5.57,7.5,3.25
33002394,3,7,7.20,-,-,-,8.75,6.50,5.50,6.33,8.75,3.0
33002395,7.40,7.92,7.80,-,-,-,7.25,6,4,6.73,7.92,4.0
33002397,3.60,7,5.80,-,-,-,5.50,4.50,3.25,4.94,7.0,3.25
33002398,2.80,5.42,7.20,-,-,-,8.75,6.25,4.25,5.78,8.75,2.8
33002399,4,8.25,7.40,-,-,-,8.25,7.50,6,6.9,8.25,4.0
33002402,4.40,6,8.20,5,7.75,5.25,-,-,-,6.1,8.2,4.4
33002401,2.60,4.25,5,-,-,-,6.25,4,3.50,4.27,6.25,2.6
33002400,7,6.75,8.60,4,7.25,8.25,-,-,-,6.98,8.6,4.0
33002404,3.20,7,5.20,-,-,-,6.50,5.25,4,5.19,7.0,3.2
33002405,9.40,8.50,8.80,5.75,6,6.50,-,-,-,7.49,9.4,5.75
33002403,8.40,7.50,8.60,-,-,-,9,8.25,2.75,7.42,9.0,2.75
33002406,6.20,6,7.20,4.50,5.75,7.75,-,-,-,6.23,7.75,4.5
33002407,5,6.25,5.80,-,-,-,7.75,6.75,3,5.76,7.75,3.0
33002408,7.60,6.25,8.80,4.25,3.50,8.75,-,-,-,6.52,8.8,3.5
33002411,4,7.25,7.20,-,-,-,7.50,7,3.75,6.12,7.5,3.75
33002410,6.20,7.75,7.80,-,-,-,8.75,7,4.25,6.96,8.75,4.25
33002409,5.20,5,8.80,6.25,8.75,8.25,-,-,-,7.04,8.8,5.0
33002412,6.60,7.25,9,6.50,8.25,9,-,-,-,7.77,9.0,6.5
33002413,7.80,5.50,8,4.50,3.50,7,-,-,-,6.05,8.0,3.5
33002416,3.40,6.75,8,-,-,-,8.25,7.50,4.50,6.4,8.25,3.4
33002417,8.80,6,9,3.50,7.50,7.75,-,-,-,7.09,9.0,3.5
33002419,3.20,5.75,7.20,4.75,7,3,-,-,-,5.15,7.2,3.0
33002418,6.60,7.75,8.20,4.75,7.75,6.50,-,-,-,6.92,8.2,4.75
33002415,2.20,6.75,7.20,-,-,-,8.50,8,6.75,6.57,8.5,2.2
33002414,8.20,6.75,7.80,-,-,-,9.75,7.25,4,7.29,9.75,4.0
33002420,6,5.50,7.60,4.75,3.75,5.25,-,-,-,5.48,7.6,3.75
33002421,5.80,6,8.40,-,-,-,8.75,7.50,3.25,6.62,8.75,3.25
33002423,3.40,7,5.40,-,-,-,7,7.25,3.25,5.55,7.25,3.25
33002422,6,6.25,8.20,-,-,-,9,8,6.25,7.28,9.0,6.0
33002426,4.20,6.50,7.20,6.25,3.75,4.25,-,-,-,5.36,7.2,3.75
33002427,7.40,7.50,6,-,-,-,8.25,7,7.25,7.23,8.25,7.0
33002425,5.60,4.75,6.60,4.50,6.75,5,-,-,-,5.53,6.75,4.5
33002424,3.80,7,7.20,-,-,-,8.75,8,4,6.46,8.75,3.8
33002429,2.80,4.08,5,4.25,4.25,4.75,-,-,-,4.19,5.0,2.8
33002428,8.60,8.50,7.80,-,-,-,8.75,7.75,5.25,7.77,8.75,5.25
33002430,3,5.75,6.60,-,-,-,7.25,6.25,2.75,5.27,7.25,2.75
33002431,4.20,5.50,5.60,-,-,-,7.75,7,2.50,5.42,7.75,2.5
33002434,8,8.50,7.80,-,-,-,9,8.25,5.25,7.8,9.0,5.25
33002435,6,8,7.80,-,-,-,8.25,7,4,6.84,8.25,4.0
33002432,3.80,3.75,6.60,-,-,-,5.75,5.50,3.50,4.82,6.6,3.5
33002436,9.40,6.75,8.80,6.75,7.25,7.75,-,-,-,7.78,9.4,6.75
33002433,8,6.50,8.40,5,4.75,6.25,-,-,-,6.48,8.4,4.75
33002437,4.60,7.17,7,-,-,-,7.75,7.25,4,6.29,7.75,4.0
33002438,6.80,4,3.20,-,-,-,7.75,6,5,5.46,7.75,5.0
33002439,5.60,7,8.40,4.50,7.75,8.25,-,-,-,6.92,8.4,4.5
33002440,6.40,4.50,8.80,-,-,-,8.75,8,5.75,7.03,8.8,4.5
33002441,5.80,6,4.40,-,-,-,7.25,6.50,3.50,5.58,7.25,3.5
33002442,5.80,7,8.20,4.50,6.75,6.75,-,-,-,6.5,8.2,4.5
33002443,6.80,6.50,3.80,-,-,-,7,6,2.75,5.48,7.0,2.75
33002445,7.40,3.25,2.40,-,-,-,7,5.25,2.50,4.63,7.4,2.5
33002444,5.40,7.75,7.60,5.75,7.25,5,-,-,-,6.46,7.75,5.0
33002446,5.80,4,7.60,5.50,8.50,7,-,-,-,6.4,8.5,4.0
33002448,6.60,4.50,4.60,-,-,-,7.50,7.50,4.50,5.87,7.5,4.5
33002447,7,4.75,8,-,-,-,6.50,5,4.25,5.92,8.0,4.25
33002450,7.20,7.50,8.80,6.25,7.75,8.25,-,-,-,7.62,8.8,6.25
33002449,4.40,6,7.80,4,7.50,8,-,-,-,6.28,8.0,4.0
33002451,7,6.50,8,5.25,8.75,8.75,-,-,-,7.38,8.75,5.25
33002453,6.80,8.50,5.20,-,-,-,8.25,7.25,5.75,6.96,8.5,5.75
33002452,6.80,3.75,6.80,-,-,-,5.75,4.75,2.75,5.1,6.8,2.75
33002454,9.60,7.75,8.60,5.50,8.75,6.75,-,-,-,7.83,9.6,5.5
33002455,8,6.25,8.20,9.50,9,6.25,-,-,-,7.87,9.5,6.25
33002456,7.80,5.25,7.60,-,-,-,7.75,7.25,6,6.94,7.8,5.25
33002457,7,4.50,8.80,5.25,7.50,7.50,-,-,-,6.76,8.8,4.5
33002459,6.20,8.50,8.40,-,-,-,9.50,8.50,6,7.85,9.5,6.0
33002458,2.80,7.25,6.60,-,-,-,9.25,7,6.25,6.52,9.25,2.8
33002461,9.20,5.17,8.80,4.25,8.50,8,-,-,-,7.32,9.2,4.25
33002462,8.40,7,9.20,10,8.75,6,-,-,-,8.22,10.0,6.0
33002460,5.60,6.75,4.60,-,-,-,8.25,7.50,5.50,6.37,8.25,5.5
33002463,7.80,6.25,5.40,-,-,-,9.50,7.50,4.25,6.78,9.5,4.25
33002464,7.80,7.08,7.80,4.25,7.50,7.50,-,-,-,6.99,7.8,4.25
33002465,5,4.50,6,3.50,4.50,4.25,-,-,-,4.62,6.0,3.5
33002466,7.80,7.33,7.40,-,-,-,8.50,5.50,4,6.75,8.5,4.0
33002467,2.60,6.58,5.60,-,-,-,6.25,6,3,5.0,6.58,2.6
33002470,4.40,7.25,5.80,-,-,-,8,5.75,2.75,5.66,8.0,2.75
33002468,2.20,5.75,7.60,3.75,7.25,7.75,-,-,-,5.72,7.75,2.2
33002471,7.20,7.25,7.60,6.25,6.75,6.50,-,-,-,6.92,7.6,6.25
33002469,7,6.50,7.80,5.50,8.75,7.75,-,-,-,7.22,8.75,5.5
33002472,4.80,6.50,8.40,6,7.50,5.25,-,-,-,6.41,8.4,4.8
33002473,4.60,6.75,6.40,-,-,-,9.50,8,5.50,6.79,9.5,4.6
33002474,5.40,6,6.40,-,-,-,8.50,6.25,5,6.26,8.5,5.0
33002475,3.20,6.75,5.20,-,-,-,8,5,3.50,5.27,8.0,3.2
33002476,8.20,7.25,8,4.75,4,7.75,-,-,-,6.66,8.2,4.0
33002477,9.20,6,8.40,5.75,5.50,7.75,-,-,-,7.1,9.2,5.5
33002478,7.20,8,7,-,-,-,8,6,3.25,6.58,8.0,3.25
33002481,3.40,6.50,5.40,-,-,-,7,3.75,3.25,4.88,7.0,3.25
33002479,3.80,4.50,3.20,-,-,-,7.50,6.75,3.75,4.92,7.5,3.75
33002480,8.40,7.75,8.20,7.75,7.50,6.25,-,-,-,7.64,8.4,6.25
33002483,8,8.50,8.20,-,-,-,8.75,7.75,5.50,7.78,8.75,5.5
33002482,4.20,6.25,8.40,4.50,5.50,6.50,-,-,-,5.89,8.4,4.2
33002486,8.40,7.25,9.20,6,7.75,8,-,-,-,7.77,9.2,6.0
33002485,3,4,5,-,-,-,7,6.50,3.25,4.79,7.0,3.0
33002487,3.40,3.25,2.20,2,2.50,2.75,-,-,-,2.68,3.4,2.0
33002484,6.80,5.75,9,5.50,8.25,8,-,-,-,7.22,9.0,5.5
33002489,5.40,6.75,8,4.75,7,3.50,-,-,-,5.9,8.0,3.5
33002490,8.40,5,9.20,8.50,7.50,6.25,-,-,-,7.48,9.2,5.0
33002488,3.40,6.50,6.40,-,-,-,7,6.50,2.50,5.38,7.0,2.5
33002492,7.80,6.25,8.80,7,5,7.50,-,-,-,7.06,8.8,5.0
33002491,6.80,8,7.60,-,-,-,9.75,8,2.75,7.15,9.75,2.75
33002493,7.40,7,8.40,3.50,7.25,7.25,-,-,-,6.8,8.4,3.5
33002495,8.60,9,5.40,-,-,-,9.25,7,5.25,7.42,9.25,5.25
33002494,9.20,8.25,8,-,-,-,8.25,6.50,5.75,7.66,9.2,5.75
33002497,8.20,6.75,9,4.75,7.25,7.50,-,-,-,7.24,9.0,4.75
33002496,4.20,6.75,5.20,-,-,-,9,6.50,4,5.94,9.0,4.0
33002500,4,5,8.80,5,9.25,7.75,-,-,-,6.63,9.25,4.0
33002498,8,7.25,9.20,5.50,9,8.50,-,-,-,7.91,9.2,5.5
33002501,7,8.50,8.20,-,-,-,9.75,8,5.25,7.78,9.75,5.25
33002499,7.80,7.50,8.60,9.50,9.25,5,-,-,-,7.94,9.5,5.0
33002502,5.40,7,6.80,-,-,-,8.25,8.25,4,6.62,8.25,4.0
33002504,3.40,8,5.40,-,-,-,8.25,6.25,2.25,5.59,8.25,2.25
33002503,3.40,6,6.80,-,-,-,9,6.25,3.50,5.83,9.0,3.4
33002505,5.80,6.42,7.20,-,-,-,8.25,5.25,4,6.15,8.25,4.0
33002507,8.80,8.75,8.60,4.75,7,5.50,-,-,-,7.23,8.8,4.75
33002506,8,5.83,8,4.75,4,7,-,-,-,6.26,8.0,4.0
33002508,2.80,7.25,6.60,-,-,-,7.75,5.25,1,5.11,7.75,1.0
33002509,4.20,5.50,6.60,-,-,-,9.25,6.75,3.75,6.01,9.25,3.75
33002510,3.40,6.75,5.80,-,-,-,7.75,6.25,8.50,6.41,8.5,3.4
33002511,3.80,4,8.20,3.75,8,7.75,-,-,-,5.92,8.2,3.75
33002512,4.60,6,8.60,4.50,8.25,7.50,-,-,-,6.58,8.6,4.5
33002513,5.80,6.50,8.60,6.25,3.25,6.50,-,-,-,6.15,8.6,3.25
33002514,6.40,4.75,9.40,4.25,7.50,8,-,-,-,6.72,9.4,4.25
33002516,6.40,8.25,7.60,-,-,-,6.25,7.50,3.75,6.62,8.25,3.75
33002517,3.80,6.50,3.20,-,-,-,7.50,6,4,5.17,7.5,3.8
33002519,6.40,6.50,7.60,4.25,8.50,5,-,-,-,6.38,8.5,4.25
33002515,7,7,8,3.50,6,3.25,-,-,-,5.79,8.0,3.25
33002518,4,6.75,4,-,-,-,6.25,5.50,5.75,5.38,6.75,4.0
33002521,7.60,8,7.20,3.75,5.75,5.50,-,-,-,6.3,8.0,3.75
33002520,6.60,7.50,7.80,-,-,-,9,7,5.75,7.27,9.0,5.75
33002522,6.80,7.50,5.80,-,-,-,7.50,6.50,4.25,6.39,7.5,4.25
33002523,5.40,5.50,7.60,-,-,-,7.75,5.75,7,6.5,7.75,5.4
33002524,5.20,5.33,8.80,4,7,6,-,-,-,6.05,8.8,4.0
33002525,9.40,5.75,9,7,9,6.25,-,-,-,7.73,9.4,5.75
33002527,5,7,5.40,-,-,-,9.25,7.25,4.25,6.36,9.25,4.25
33002526,6.20,4,5.60,4,5.50,4.50,-,-,-,4.97,6.2,4.0
33002529,7.60,7,6,-,-,-,8.25,7,3.75,6.6,8.25,3.75
33002530,6.60,7.75,9.20,5,8.50,7,-,-,-,7.34,9.2,5.0
33002528,9.40,7,8.40,4.25,6.25,7.75,-,-,-,7.17,9.4,4.25
33002531,5.80,7,9,6.25,8.25,8.25,-,-,-,7.42,9.0,5.8
33002532,5.20,7,7,-,-,-,9,6.50,4,6.45,9.0,4.0
33002534,6.60,9.50,8.40,4.50,7.50,7.75,-,-,-,7.38,9.5,4.5
33002536,8,8.50,8.20,-,-,-,9.25,7.75,5.50,7.87,9.25,5.5
33002533,8.60,8.75,8,-,-,-,9,7.50,6.25,8.02,9.0,6.25
33002535,3.80,6.91,4.40,-,-,-,5.75,5.75,3.25,4.98,6.91,3.25
33002537,9.40,9.25,8.20,5.25,5.75,7.25,-,-,-,7.52,9.4,5.25
33002538,9.40,9,8.40,-,-,-,8.50,6.50,4.50,7.72,9.4,4.5
33002539,3.60,5.25,7.60,5.25,7.75,4.50,-,-,-,5.66,7.75,3.6
33002540,7.80,8.50,8,5.25,4.75,6.25,-,-,-,6.76,8.5,4.75
33002541,4,8,7.60,4.25,7.75,6,-,-,-,6.27,8.0,4.0
33002544,7.60,8.75,8,-,-,-,9.75,7.25,4,7.56,9.75,4.0
33002542,4,7.25,7.60,-,-,-,6.50,5.25,2.50,5.52,7.6,2.5
33002543,4.20,6.50,7,6.25,5.50,5,-,-,-,5.74,7.0,4.2
33002546,7.20,8.50,8.20,-,-,-,10,8,5,7.82,10.0,5.0
33002547,3.40,6.25,7.20,-,-,-,7.25,4.25,2.75,5.18,7.25,2.75
33002548,4.80,7.50,6.60,-,-,-,7.75,8.25,4.25,6.52,8.25,4.25
33002545,9,7.50,7.80,-,-,-,7.75,6.25,4.75,7.17,9.0,4.75
33002549,6,7.75,8.20,-,-,-,8.75,7.50,6,7.37,8.75,6.0
33002551,8.80,6.75,9,6,7.25,7.75,-,-,-,7.59,9.0,6.0
33002550,7.80,7.25,8.20,6.25,7.75,8.25,-,-,-,7.58,8.25,6.25
33002553,5.20,7.75,6.20,-,-,-,7.75,6,5.25,6.36,7.75,5.2
33002555,5,8.50,6.60,-,-,-,8.50,6,4.25,6.48,8.5,4.25
33002557,6.60,6,8,5.75,8,7,-,-,-,6.89,8.0,5.75
33002554,3.20,5,4.80,-,-,-,6.50,5.50,4,4.83,6.5,3.2
33002558,4.80,6.75,5.40,-,-,-,8.25,5.50,4,5.78,8.25,4.0
33002556,5.20,8.25,6.60,-,-,-,8.75,7.50,3.75,6.67,8.75,3.75
33002559,8.60,9.50,7.80,7,6.50,6.25,-,-,-,7.61,9.5,6.25
33002552,2.80,8,6.60,-,-,-,8.75,7.25,6.25,6.61,8.75,2.8
33002560,8.60,9,7.80,-,-,-,9.25,6.75,5.75,7.86,9.25,5.75
33002561,6.20,6,8.40,5,8.75,6,-,-,-,6.73,8.75,5.0
33002564,6.20,4.75,8,6,5.25,5.75,-,-,-,5.99,8.0,4.75
33002563,8.80,6.75,7.20,-,-,-,9.50,7.25,4.50,7.33,9.5,4.5
33002562,5.40,6,8.60,8,9,6,-,-,-,7.17,9.0,5.4
33002565,5.20,3.25,8.20,4,7,8,-,-,-,5.94,8.2,3.25
33002567,6,5.75,8.40,6.50,6.50,6,-,-,-,6.52,8.4,5.75
33002566,6.20,4.50,8.40,-,-,-,9.25,7.50,7.25,7.18,9.25,4.5
33002568,3.80,5.25,5,-,-,-,7.75,6.25,5,5.51,7.75,3.8
33002569,6.40,6.50,7.60,-,-,-,7.25,5.25,3.75,6.12,7.6,3.75
33002570,5.20,6.50,7.60,6,8.50,5.50,-,-,-,6.55,8.5,5.2
33002571,4.40,6.50,7.80,-,-,-,9,7.25,6.25,6.87,9.0,4.4
33002572,4.20,6.50,7.60,5,7.75,7,-,-,-,6.34,7.75,4.2
33002573,8.60,7.25,7.80,-,-,-,8.75,6.25,6.25,7.48,8.75,6.25
33002575,6.40,6.50,8,-,-,-,8.75,8.25,8.25,7.69,8.75,6.4
33002577,6,6.25,7.60,7.25,9.25,6.75,-,-,-,7.18,9.25,6.0
33002579,9.40,8.50,7,-,-,-,9.25,7.25,4.75,7.69,9.4,4.75
33002574,2.80,4,7.20,-,-,-,6.25,7.25,5,5.42,7.25,2.8
33002576,5,7.50,5.80,-,-,-,8.25,6.25,3.25,6.01,8.25,3.25
33002581,3.40,6.83,2,-,-,-,7.25,6.25,3.50,4.87,7.25,3.4
33002582,7.60,6,8,5.50,5.75,6.50,-,-,-,6.56,8.0,5.5
33002578,6.80,5.50,8.40,5.25,7.75,8.25,-,-,-,6.99,8.4,5.25
